Id,Sex,AvgRank,AvgTime,YearsSinceLast,YearsOfParticipation,LatestAge,Interaction1
27634,1,3253.0,21497.0,2,1,55,6506.0
8648,0,1255.0,16294.0,10,1,35,12550.0
17684,0,1861.0,16001.0,5,1,33,9305.0
12923,0,692.0,14064.0,8,1,25,5536.0
20689,1,2173.0,16722.0,4,1,52,8692.0
1473,1,788.0,14261.0,1,1,25,788.0
28977,1,2538.0,21117.0,1,1,30,2538.0
17951,0,1862.0,16002.0,5,1,34,9310.0
5664,1,1604.0,20251.0,12,1,42,19248.0
22378,0,1391.0,15240.0,4,1,31,5564.0
28263,1,822.0,14685.0,2,1,36,1644.0
30309,1,639.0,13894.0,1,1,40,639.0
1173,1,1218.5,15213.5,5,2,35,6092.5
9148,1,1003.0,15441.0,10,1,39,10030.0
7220,0,1370.0,16721.0,10,1,25,13700.0
18138,0,1019.0,14330.5,4,2,51,4076.0
19434,0,1898.0,16091.0,5,1,23,9490.0
16871,1,529.0,13927.0,6,1,29,3174.0
28910,0,2122.0,18295.0,1,1,35,2122.0
12115,0,1201.0,15571.0,8,1,32,9608.0
12231,1,1915.0,17726.0,8,1,30,15320.0
9667,1,2522.0,26342.0,9,1,31,22698.0
13875,1,42.0,10855.0,7,1,32,294.0
17962,1,1966.0,16242.0,5,1,37,9830.0
9012,0,603.0,14030.0,10,1,45,6030.0
9786,0,791.0,15170.0,9,1,26,7119.0
7401,0,2204.0,21075.0,10,1,51,22040.0
21058,1,3724.0,21898.0,4,1,41,14896.0
12072,1,198.0,12311.0,8,1,18,1584.0
18884,1,395.0,12586.0,5,1,47,1975.0
8591,1,1002.0,15418.0,10,1,23,10020.0
3318,0,985.0,16427.0,13,1,47,12805.0
22881,0,3887.0,23601.0,4,1,41,15548.0
9063,1,1155.0,15965.0,10,1,25,11550.0
7094,0,291.0,13157.0,11,1,27,3201.0
7281,1,1632.0,17645.0,10,1,35,16320.0
14826,1,2675.0,22111.0,7,1,52,18725.0
17613,1,2974.0,18963.0,5,1,43,14870.0
13345,0,2140.0,18185.0,7,1,40,14980.0
18759,1,2429.0,17258.0,5,1,37,12145.0
18162,0,3463.0,22391.0,5,1,21,17315.0
5784,1,25.0,10608.0,12,1,39,300.0
30187,1,2483.0,20547.0,1,1,35,2483.0
15687,1,2782.0,22685.0,6,1,47,16692.0
27051,1,1563.0,16377.0,2,1,60,3126.0
28605,1,2562.0,21434.0,1,1,30,2562.0
6286,1,196.0,12370.5,9,2,36,1764.0
18998,0,877.0,13927.0,5,1,35,4385.0
12523,1,1010.0,15011.0,8,1,63,8080.0
6751,1,1749.0,25491.0,11,1,62,19239.0
21400,1,2629.0,17766.0,4,1,45,10516.0
9401,1,2541.0,28613.0,9,1,62,22869.0
13334,1,71.0,11252.0,7,1,43,497.0
14955,1,647.0,13626.5,5,2,33,3235.0
27905,0,2837.0,19760.0,2,1,33,5674.0
6438,1,206.0,12701.0,11,1,45,2266.0
9594,1,1969.0,19362.0,9,1,35,17721.0
12399,1,1282.0,15803.0,8,1,45,10256.0
19184,0,2853.0,18465.0,5,1,27,14265.0
15929,1,1319.0,16068.0,6,1,38,7914.0
3158,1,387.0,13629.0,13,1,32,5031.0
23903,1,2118.5,17813.0,1,2,42,2118.5
9946,0,2509.0,25348.0,9,1,53,22581.0
19529,1,1784.0,15838.0,5,1,31,8920.0
12883,1,1383.0,16006.5,7,2,37,9681.0
29290,1,52.0,11135.0,1,1,30,52.0
4897,0,330.0,13233.5,10,2,41,3300.0
10894,0,1195.0,16385.0,9,1,32,10755.0
28020,1,516.0,13854.0,2,1,43,1032.0
9051,1,1095.5,15920.0,9,2,36,9859.5
2837,1,113.0,11830.0,1,2,35,113.0
8278,1,637.0,14151.5,9,2,45,5733.0
17462,1,1977.0,16268.0,5,1,38,9885.0
1837,1,1352.0,15806.0,1,1,30,1352.0
19810,1,201.0,11903.0,5,1,45,1005.0
16496,1,2351.0,19262.0,6,1,29,14106.0
4385,0,1858.72727273,17861.7272727,1,11,60,1858.72727273
29190,1,1751.0,16924.0,1,1,50,1751.0
28375,0,933.0,14947.0,2,1,27,1866.0
16726,0,941.0,15119.0,6,1,37,5646.0
12297,1,1858.0,17534.0,8,1,35,14864.0
26894,0,1760.0,16788.0,2,1,37,3520.0
8996,0,1915.0,19138.0,10,1,32,19150.0
1470,1,1276.0,15902.0,6,4,50,7656.0
28360,1,7.0,9423.0,2,1,43,14.0
8270,0,1189.0,16067.0,10,1,24,11890.0
30296,0,1319.0,15714.0,1,1,20,1319.0
5207,0,1141.0,16926.0,12,1,29,13692.0
11228,0,2483.0,21028.0,8,1,35,19864.0
29616,0,593.0,13765.0,1,1,35,593.0
20698,1,686.0,13771.0,4,1,55,2744.0
13328,0,1933.0,17016.6666667,5,3,25,9665.0
19468,0,3713.5,24196.5,4,2,35,14854.0
15300,1,1750.0,16886.0,7,1,29,12250.0
10224,0,372.0,13651.0,9,1,25,3348.0
17115,1,2154.0,18365.0,6,1,44,12924.0
8900,0,1939.0,19317.0,10,1,23,19390.0
10757,1,777.0,15129.0,9,1,31,6993.0
13324,1,1367.0,15807.0,7,1,47,9569.0
27198,1,2678.0,19264.0,2,1,37,5356.0
14369,0,2212.0,18532.0,7,1,50,15484.0
21028,1,2403.0,17243.0,4,1,63,9612.0
9923,0,1920.0,19137.0,9,1,23,17280.0
7006,1,957.0,15911.0,11,1,56,10527.0
16176,1,1504.0,15826.6666667,4,3,46,6016.0
14796,0,2512.0,20310.0,7,1,56,17584.0
16746,1,1504.0,16515.0,6,1,49,9024.0
17492,1,2961.0,18895.0,5,1,56,14805.0
18515,1,2025.0,16362.0,5,1,27,10125.0
14051,1,187.0,12279.0,7,1,34,1309.0
8012,0,2226.0,21290.0,10,1,27,22260.0
20664,1,567.0,13540.0,4,1,42,2268.0
20058,0,1893.0,16067.0,5,1,33,9465.0
22839,0,2205.0,16795.0,4,1,55,8820.0
12017,0,1980.5,17917.5,7,2,51,13863.5
11702,1,1389.0,16067.0,8,1,37,11112.0
3071,1,2219.27272727,19684.1818182,1,11,51,2219.27272727
15517,1,80.0,11540.0,6,1,48,480.0
7243,1,1847.0,18782.0,10,1,22,18470.0
27247,0,2549.0,18837.0,2,1,51,5098.0
9763,0,1133.0,16183.0,9,1,43,10197.0
16055,1,1517.0,16547.0,6,1,31,9102.0
11252,0,1906.0,17256.0,2,2,42,3812.0
11345,1,845.0,14456.0,8,1,35,6760.0
21748,0,3001.0,18676.0,4,1,37,12004.0
26615,0,780.0,14549.0,2,1,43,1560.0
28849,1,300.0,12893.0,1,1,45,300.0
11617,0,2495.0,21131.0,8,1,36,19960.0
28867,1,1032.0,14936.0,1,1,35,1032.0
19953,0,3154.0,19766.0,5,1,27,15770.0
16825,0,1387.5,15645.0,5,2,47,6937.5
5714,0,721.666666667,14813.0,10,3,37,7216.66666667
18061,0,2908.0,18655.0,5,1,17,14540.0
7141,1,435.0,13861.0,11,1,39,4785.0
12138,1,1778.0,17321.0,8,1,48,14224.0
11943,1,407.0,13213.0,8,1,28,3256.0
26744,1,1578.0,16401.0,2,1,27,3156.0
11191,1,201.0,12323.0,8,1,39,1608.0
11314,1,427.0,13289.0,8,1,45,3416.0
1678,0,236.0,12618.0,1,1,30,236.0
16352,0,1342.0,16119.0,6,1,48,8052.0
7792,1,173.0,12294.0,10,1,34,1730.0
12560,0,2318.0,19626.0,8,1,40,18544.0
8914,0,891.0,15052.0,10,1,36,8910.0
30312,1,379.0,13130.0,1,1,25,379.0
5501,1,558.0,14407.0,12,1,39,6696.0
6535,0,1096.0,16493.0,11,1,38,12056.0
19329,0,2669.0,17960.0,5,1,25,13345.0
29328,1,1238.0,15501.0,1,1,45,1238.0
16117,0,1408.0,16280.0,6,1,48,8448.0
14049,1,2247.0,18786.0,7,1,28,15729.0
5078,1,1526.0,19313.0,12,1,39,18312.0
17209,1,1021.0,15340.0,6,1,25,6126.0
3340,0,257.0,13025.0,13,1,40,3341.0
29756,1,2698.0,23437.0,1,1,45,2698.0
16279,1,2161.0,18390.0,6,1,29,12966.0
3127,0,944.0,16161.0,13,1,20,12272.0
16152,0,464.0,13763.0,6,1,44,2784.0
27878,1,2480.0,19847.0,1,2,50,2480.0
13806,1,1364.0,15780.0,7,1,42,9548.0
20063,0,2993.0,19025.0,5,1,42,14965.0
12738,0,2387.0,20134.0,8,1,32,19096.0
10844,0,2236.0,21178.0,9,1,40,20124.0
19595,1,712.0,13592.0,5,1,32,3560.0
27149,1,625.0,14143.0,2,1,52,1250.0
6577,1,1934.5,21039.0,10,2,43,19345.0
10994,0,612.0,14467.0,9,1,37,5508.0
14460,0,1796.0,16669.0,5,3,48,8980.0
6791,0,458.0,13958.0,11,1,29,5038.0
3186,1,889.0,15909.0,13,1,47,11557.0
14735,1,1229.0,15458.0,7,1,24,8603.0
19364,0,2873.0,18544.0,5,1,27,14365.0
28124,1,1714.0,16700.0,2,1,39,3428.0
29098,1,321.0,12976.0,1,1,55,321.0
26843,1,1075.0,15309.0,2,1,24,2150.0
21177,1,1605.0,15623.0,4,1,25,6420.0
21982,1,962.0,14365.0,4,1,58,3848.0
20647,1,1355.0,15176.0,4,1,37,5420.0
30285,0,2676.0,22965.0,1,1,40,2676.0
30118,0,931.0,14602.0,1,1,40,931.0
15318,0,502.0,13352.0,4,2,52,2008.0
19762,1,1546.0,15318.0,5,1,31,7730.0
21458,0,1683.0,15770.0,4,1,44,6732.0
10266,0,1462.0,17178.0,9,1,29,13158.0
14758,1,2140.5,18491.5,6,2,41,12843.0
7112,0,1110.0,16578.0,11,1,34,12210.0
10496,0,1091.0,16048.0,9,1,39,9819.0
29116,1,493.0,13447.0,1,1,35,493.0
29817,1,1681.0,16644.0,1,1,30,1681.0
3176,0,870.0,15808.0,13,1,23,11310.0
6772,1,513.0,14124.0,11,1,29,5643.0
3525,1,244.0,12957.0,13,1,55,3172.0
8190,1,1640.0,17679.0,10,1,60,16400.0
27757,1,1979.0,17282.0,2,1,39,3958.0
27409,1,788.0,14580.0,2,1,46,1576.0
8224,0,2339.0,22567.0,10,1,31,23390.0
12126,1,1698.0,16930.0,7,2,44,11886.0
3500,0,1194.0,17792.0,13,1,24,15522.0
9033,1,1872.0,18908.0,10,1,21,18720.0
17660,0,2492.0,17454.0,5,1,39,12460.0
3969,0,809.0,15552.0,13,1,26,10517.0
9210,0,2193.0,20816.0,9,1,47,19737.0
17038,1,2468.0,19798.0,6,1,30,14808.0
13741,1,328.0,12845.0,7,1,25,2296.0
8529,1,2118.0,20391.0,10,1,27,21180.0
20362,1,3900.0,23952.0,4,1,29,15600.0
9662,0,1861.0,18819.0,9,1,24,16749.0
5918,1,184.0,12546.0,11,1,36,2024.0
17855,1,694.0,13559.0,5,1,43,3470.0
4311,0,968.5,14629.0,4,2,44,3874.0
22725,1,704.0,13820.0,4,1,33,2816.0
7953,1,486.75,13363.75,6,4,36,2920.5
4428,0,1241.0,18413.0,13,1,39,16133.0
6845,1,761.0,14855.0,9,2,20,6849.0
46,1,2172.0,17728.0,2,1,46,4344.0
21007,1,1339.0,15148.0,4,1,45,5356.0
17681,0,1578.0,15369.0,5,1,40,7890.0
29929,0,919.0,14562.0,1,1,35,919.0
12260,1,480.0,13435.0,8,1,33,3840.0
27110,0,2978.0,20207.0,2,1,31,5956.0
16662,0,1927.0,17654.0,6,1,46,11562.0
11774,1,835.0,14431.0,8,1,43,6680.0
6470,1,1104.0,16170.0,9,2,47,9936.0
14632,1,384.0,13051.0,7,1,34,2688.0
19039,1,2102.0,16522.0,5,1,39,10510.0
11102,0,790.0,15164.0,9,1,24,7110.0
16490,0,1077.0,15466.0,6,1,26,6462.0
14185,0,2192.0,18450.0,7,1,21,15344.0
21644,0,2369.66666667,18004.3333333,1,3,20,2369.66666667
23068,1,2591.0,18978.0,2,1,43,5182.0
8793,0,2429.0,24635.0,10,1,31,24290.0
14803,1,2444.0,19844.0,7,1,46,17108.0
28172,1,975.0,15050.0,2,1,36,1950.0
16397,0,1673.0,16296.0,5,2,41,8365.0
10786,1,2218.0,21018.0,9,1,34,19962.0
3688,1,561.0,14328.0,13,1,37,7293.0
10008,1,2129.0,20377.0,9,1,26,19161.0
26368,0,1815.0,16895.0,2,1,40,3630.0
21081,1,947.0,14349.0,4,1,38,3788.0
26643,0,1601.0,16430.0,2,1,27,3202.0
6465,1,1575.0,19876.0,11,1,55,17325.0
17228,1,2028.0,17941.0,6,1,60,12168.0
15299,0,499.0,13375.0,7,1,22,3493.0
7646,0,2449.0,25684.0,10,1,49,24490.0
20418,1,335.0,12733.0,4,1,27,1340.0
11721,1,1868.0,17575.0,8,1,46,14944.0
17157,0,1152.0,15046.5,5,2,42,5760.0
11820,1,636.0,13888.0,8,1,41,5088.0
10157,1,1639.0,17816.0,9,1,32,14751.0
22276,1,1980.0,17509.5,2,2,39,3960.0
15314,1,368.0,13193.6666667,2,3,42,736.0
18570,1,64.0,10947.0,5,1,38,320.0
16484,0,1630.0,16850.0,6,1,35,9780.0
19235,0,2093.0,16510.0,5,1,30,10465.0
3298,0,333.0,13493.5,12,2,43,3996.0
7633,1,565.0,14119.0,9,2,32,5085.0
26483,1,2370.0,18245.0,2,1,53,4740.0
8337,0,576.333333333,14020.3333333,8,3,27,4610.66666667
7984,0,1849.0,18785.0,10,1,29,18490.0
27938,1,2169.0,17721.0,2,1,27,4338.0
16810,1,1771.0,17184.0,6,1,28,10626.0
28383,0,3080.0,20584.0,2,1,42,6160.0
20218,0,736.0,13872.0,4,1,25,2944.0
2899,1,758.333333333,14056.6666667,1,3,46,758.333333333
16999,1,2548.0,20213.0,6,1,43,15288.0
20425,0,3491.0,20459.0,4,1,44,13964.0
3320,0,215.0,12785.0,13,1,43,2795.0
29613,0,569.0,13707.0,1,1,35,569.0
29120,0,336.0,13013.0,1,1,25,336.0
27217,0,2093.0,17943.0,1,2,32,2093.0
8831,0,776.0,14612.0,10,1,35,7760.0
13787,0,1195.0,15374.0,7,1,34,8365.0
5955,0,1711.33333333,17054.6666667,5,3,43,8556.66666667
10982,1,1406.0,17026.0,9,1,28,12654.0
17229,1,161.0,12381.0,6,1,36,966.0
20268,0,2384.0,17210.0,4,1,48,9536.0
4317,1,631.0,14661.0,13,1,39,8203.0
5716,0,209.0,13036.0,12,1,25,2508.0
9072,1,1803.0,18407.0,10,1,31,18030.0
10186,1,501.0,14107.0,9,1,32,4509.0
19645,1,1513.0,15243.0,5,1,34,7565.0
14243,1,1171.0,15314.0,7,1,42,8197.0
28543,1,2059.0,17470.0,2,1,48,4118.0
8274,1,952.0,15253.0,10,1,27,9520.0
653,1,891.0,14492.0,1,1,40,891.0
15776,1,459.0,13260.5,5,2,20,2295.0
17185,0,442.0,13717.0,6,1,43,2652.0
27250,1,1860.0,17020.0,2,1,50,3720.0
30161,1,2036.0,17864.0,1,1,45,2036.0
5544,1,1012.0,16360.0,12,1,40,12144.0
14291,1,719.0,14019.0,7,1,57,5033.0
10248,0,1063.0,15991.0,9,1,33,9567.0
27284,1,3258.0,21521.0,2,1,35,6516.0
4547,1,472.666666667,13795.0,4,3,50,1890.66666667
28793,1,23.0,10593.0,1,1,30,23.0
5956,0,1524.0,19156.0,11,1,25,16764.0
4365,0,1309.5,17173.5,10,2,40,13095.0
9899,1,87.5,11643.5,5,2,50,437.5
5522,1,753.0,15213.0,12,1,30,9036.0
6600,1,329.5,12767.5,5,2,46,1647.5
5444,1,1447.0,18661.0,12,1,33,17364.0
5549,1,649.0,14785.0,12,1,41,7788.0
18525,0,313.0,12390.0,5,1,39,1565.0
15082,0,2049.0,17838.0,7,1,60,14343.0
4971,1,505.0,14273.0,12,1,33,6060.0
10850,1,352.0,13586.0,9,1,43,3168.0
9102,1,377.0,13283.0,9,2,50,3393.0
21709,0,2887.0,18356.0,4,1,48,11548.0
10315,1,2279.0,21541.0,9,1,24,20511.0
3881,0,933.5,16044.0,12,2,37,11202.0
6860,1,800.0,15246.0,11,1,35,8800.0
4173,0,1158.0,17560.0,13,1,34,15054.0
15903,0,1687.0,16995.0,6,1,47,10122.0
10386,0,1037.0,15911.0,9,1,38,9333.0
7213,1,2320.0,22326.0,10,1,33,23200.0
3528,1,1269.0,18815.0,13,1,63,16497.0
3504,1,423.0,13765.0,13,1,31,5499.0
10604,0,1371.0,16942.0,9,1,24,12339.0
28892,1,1256.0,15534.0,1,1,60,1256.0
27891,0,695.5,14162.5,1,2,25,695.5
12786,0,1206.0,15585.0,8,1,36,9648.0
6588,1,450.0,13945.0,11,1,48,4950.0
17425,0,2027.0,17940.0,6,1,34,12162.0
6315,0,944.0,15868.0,11,1,41,10384.0
12990,0,2557.0,21832.0,8,1,29,20456.0
9180,1,1196.0,16097.0,10,1,40,11960.0
27067,1,2614.0,19057.0,2,1,26,5228.0
19126,1,1398.0,15028.0,5,1,23,6990.0
27221,1,98.0,11819.0,2,1,24,196.0
13872,1,2279.0,18890.0,7,1,43,15953.0
19450,1,3098.0,19536.0,5,1,28,15490.0
27662,1,2827.0,21036.5,1,2,35,2827.0
21781,1,134.0,11720.0,4,1,37,536.0
22396,0,2393.0,17225.0,4,1,33,9572.0
5816,1,1654.5,21396.0,11,2,32,18199.5
11447,0,444.0,13355.0,8,1,29,3552.0
5485,0,623.0,14670.0,12,1,39,7476.0
16793,0,250.0,12858.0,6,1,37,1500.0
13195,0,2503.0,21297.0,8,1,17,20024.0
20959,1,2464.0,17387.0,4,1,49,9856.0
17257,1,185.0,12501.0,6,1,32,1110.0
16867,1,512.0,13864.0,6,1,41,3072.0
26617,1,2986.0,20237.0,2,1,40,5972.0
22765,1,1439.0,15341.0,4,1,29,5756.0
4521,1,169.0,12732.0,12,1,31,2028.0
27447,1,117.0,12095.0,2,1,30,234.0
2235,0,3361.0,22122.0,2,1,46,6722.0
18235,0,2437.0,17288.0,5,1,41,12185.0
8504,0,2295.0,22028.0,10,1,26,22950.0
27015,0,883.0,14833.0,2,1,28,1766.0
30009,0,2628.0,22283.0,1,1,30,2628.0
27378,1,1379.0,16032.0,2,1,36,2758.0
14957,0,2408.0,19632.0,7,1,39,16856.0
14983,0,1876.0,17249.0,7,1,46,13132.0
27168,1,71.0,11496.0,2,1,28,142.0
27115,0,684.0,14293.0,2,1,21,1368.0
8324,1,2098.0,20242.0,10,1,38,20980.0
18981,1,764.0,13703.0,5,1,35,3820.0
10288,0,2268.0,21495.0,9,1,46,20412.0
9374,1,1808.0,17764.5,7,2,41,12656.0
29208,1,2373.0,19674.0,1,1,35,2373.0
30253,1,2356.0,19618.0,1,1,45,2356.0
16337,1,59.0,11288.0,6,1,36,354.0
10508,1,1181.0,16340.0,9,1,23,10629.0
6963,0,856.0,15479.0,11,1,23,9416.0
28720,0,2529.0,20999.0,1,1,30,2529.0
30185,0,1952.0,17632.0,1,1,20,1952.0
28549,0,693.0,14330.0,2,1,47,1386.0
7470,0,1676.0,17564.0,6,2,43,10056.0
6482,0,521.0,13961.5,10,2,24,5210.0
17166,1,1083.0,15493.0,6,1,31,6498.0
14459,0,1208.0,15404.0,7,1,38,8456.0
3948,1,124.5,11701.0,10,2,48,1245.0
20686,0,3231.0,19418.0,4,1,51,12924.0
7048,0,225.0,12870.5,9,2,43,2025.0
11680,0,830.0,14412.0,8,1,30,6640.0
17853,1,1203.0,14555.0,5,1,33,6015.0
25274,1,1524.0,16299.0,2,1,30,3048.0
13076,0,1395.0,16083.0,8,1,53,11160.0
13261,0,2486.0,20084.0,7,1,52,17402.0
20849,1,306.0,12592.0,4,1,44,1224.0
17437,1,710.0,14365.0,6,1,27,4260.0
28293,0,3309.0,21865.0,2,1,48,6618.0
17272,1,2258.0,18857.0,6,1,46,13548.0
8244,0,1304.0,16598.0,9,2,35,11736.0
8609,1,937.0,15212.0,10,1,20,9370.0
22219,1,191.5,12220.5,2,2,53,383.0
15913,1,9.0,10072.0,6,1,28,54.0
13341,1,1504.0,16246.0,7,1,26,10528.0
27426,0,3513.0,23744.0,2,1,40,7026.0
19460,1,31.0,10263.0,5,1,19,155.0
18980,1,647.0,13453.0,5,1,51,3235.0
17544,1,1072.5,14716.5,2,2,33,2145.0
9388,1,172.0,12659.0,9,1,22,1548.0
3434,0,746.0,15265.0,13,1,26,9698.0
26358,1,1880.0,17081.0,2,1,39,3760.0
4737,0,996.0,16306.0,12,1,31,11952.0
18459,0,1577.0,15368.0,5,1,37,7885.0
16532,1,1608.0,16797.0,6,1,35,9648.0
21195,0,2714.0,17968.0,4,1,30,10856.0
26631,1,242.0,12879.0,2,1,20,484.0
13794,1,1286.0,15605.0,7,1,35,9002.0
18144,1,629.0,13389.0,5,1,49,3145.0
4118,1,704.0,15019.0,13,1,41,9152.0
18396,1,2641.0,17881.0,5,1,63,13205.0
26138,1,457.0,13678.0,2,1,39,914.0
16238,0,2593.0,20536.0,6,1,27,15558.0
22876,0,427.0,13087.0,4,1,28,1708.0
6369,0,1403.0,18130.0,11,1,47,15433.0
27638,1,250.0,12893.0,2,1,44,500.0
18167,0,2350.0,17071.0,5,1,28,11750.0
4839,1,329.0,13609.0,12,1,24,3948.0
10085,1,22.0,10495.0,9,1,32,198.0
12330,0,1909.0,17686.0,8,1,39,15272.0
20675,0,1262.0,15019.0,4,1,43,5048.0
18288,1,1788.0,15848.0,5,1,26,8940.0
762,1,1005.0,15184.2222222,1,9,47,1005.0
18070,0,765.0,13810.0,4,2,30,3060.0
8531,0,1435.0,16907.0,10,1,31,14350.0
19663,1,847.0,13872.0,5,1,37,4235.0
15346,1,1599.33333333,15877.6666667,4,3,43,6397.33333333
19955,1,1996.0,16298.0,5,1,47,9980.0
17134,0,2881.0,25434.0,6,1,44,17286.0
17242,1,2387.0,19410.0,6,1,41,14322.0
12529,0,2545.0,21660.0,8,1,41,20360.0
30154,0,1197.0,15387.0,1,1,40,1197.0
29569,1,431.0,13275.0,1,1,60,431.0
3172,0,860.666666667,15735.0,11,3,34,9467.33333333
9695,1,1615.0,17739.0,9,1,33,14535.0
27283,1,1844.0,16974.0,2,1,29,3688.0
20579,0,2234.0,16872.0,4,1,40,8936.0
19497,1,1384.0,14999.0,5,1,31,6920.0
6324,1,556.0,14257.0,11,1,43,6116.0
16173,1,648.0,14232.0,6,1,48,3888.0
30180,0,2502.0,20703.0,1,1,40,2502.0
4333,1,1075.0,17025.0,13,1,38,13975.0
20134,1,1788.0,15974.0,4,1,38,7152.0
19461,0,2901.0,18617.0,5,1,28,14505.0
19915,0,1272.0,14705.0,5,1,36,6360.0
17510,0,1052.0,14210.5,4,2,26,4208.0
20198,0,3500.0,20540.0,4,1,55,14000.0
28732,0,1448.0,16033.0,1,1,40,1448.0
26191,0,1823.0,16914.0,2,1,40,3646.0
17159,1,570.0,14031.0,6,1,41,3420.0
28722,1,362.0,13077.0,1,1,30,362.0
7079,1,755.833333333,14620.0,6,6,41,4535.0
4445,1,1367.0,18001.0,12,1,48,16404.0
19801,0,2982.0,18990.0,5,1,26,14910.0
5812,1,1595.5,18340.5,9,2,56,14359.5
14918,1,312.0,12745.0,7,1,43,2184.0
22908,1,3678.0,21541.0,4,1,40,14712.0
26646,1,1466.0,16177.0,2,1,37,2932.0
29013,1,526.0,13564.0,1,1,55,526.0
9869,0,1521.0,16324.8,4,5,47,6084.0
5266,0,884.666666667,15390.6666667,10,3,37,8846.66666667
7742,0,1373.0,16724.0,10,1,40,13730.0
20125,0,1615.0,15642.0,4,1,37,6460.0
27213,1,1348.0,15971.0,2,1,44,2696.0
16118,1,591.0,14080.0,6,1,44,3546.0
20451,0,3323.0,19709.0,4,1,40,13292.0
10902,1,2333.0,22082.0,9,1,34,20997.0
21114,1,3361.0,19821.0,4,1,33,13444.0
30319,0,2588.0,21791.0,1,1,30,2588.0
7716,0,2435.0,18877.0,5,2,31,12175.0
16858,0,1319.0,16068.0,6,1,55,7914.0
27945,1,1501.0,16256.0,2,1,59,3002.0
28852,1,376.0,13122.0,1,1,30,376.0
9922,0,1437.0,17102.0,9,1,57,12933.0
27013,0,2726.0,19429.0,2,1,28,5452.0
27120,1,339.0,13283.0,2,1,34,678.0
16483,0,1980.0,17815.0,6,1,28,11880.0
14810,1,474.0,13284.0,7,1,46,3318.0
22398,1,1738.0,15879.0,4,1,54,6952.0
14379,0,1463.0,16147.0,7,1,33,10241.0
3665,1,872.0,15818.0,13,1,35,11336.0
9377,1,2698.5,21051.0,5,2,53,13492.5
7785,1,1537.0,17285.0,10,1,33,15370.0
19864,1,1648.0,15577.0,5,1,30,8240.0
16717,1,1500.0,16503.0,6,1,36,9000.0
8959,0,2348.0,22725.0,10,1,25,23480.0
12180,1,2044.0,18205.0,8,1,38,16352.0
27394,1,2944.0,20122.0,2,1,32,5888.0
18984,1,2999.0,19040.0,5,1,43,14995.0
18689,1,1421.0,15086.0,5,1,33,7105.0
20467,0,1886.0,16135.0,4,1,25,7544.0
11552,1,344.0,12995.0,8,1,25,2752.0
20417,0,2031.0,16432.0,4,1,24,8124.0
13704,1,1457.0,16109.0,7,1,33,10199.0
22191,0,718.0,13841.0,4,1,22,2872.0
11335,1,491.0,13476.0,8,1,41,3928.0
20489,1,980.0,14398.0,4,1,50,3920.0
28116,1,2916.0,20029.0,2,1,50,5832.0
14333,1,2642.0,21615.0,7,1,56,18494.0
27229,1,3331.0,21973.0,2,1,57,6662.0
13694,1,514.0,13430.0,7,1,33,3598.0
9007,1,1596.0,17511.0,10,1,21,15960.0
6118,0,1595.0,20144.0,11,1,24,17545.0
14225,1,1107.0,15349.5,6,2,40,6642.0
15417,0,708.5,13873.0,5,2,44,3542.5
16083,0,2583.0,20454.0,6,1,48,15498.0
8589,1,132.0,11922.0,10,1,43,1320.0
11411,1,1981.0,17761.5,7,2,57,13867.0
13042,0,1259.0,15755.0,8,1,39,10072.0
17623,1,292.5,12441.0,4,2,46,1170.0
9939,1,1117.0,16138.0,9,1,51,10053.0
13596,1,1650.0,16649.0,7,1,27,11550.0
1118,0,2429.0,17992.3333333,2,3,39,4858.0
27041,0,2893.0,19952.0,2,1,25,5786.0
27290,0,2921.0,20038.0,2,1,48,5842.0
19031,1,3118.0,19627.0,5,1,47,15590.0
6020,1,676.0,14743.0,11,1,31,7436.0
15822,1,1985.0,17821.0,6,1,56,11910.0
3421,1,296.0,13325.0,12,2,59,3552.0
11193,1,2617.66666667,20256.3333333,2,3,55,5235.33333333
9482,0,1220.0,16466.0,9,1,48,10980.0
17255,0,2344.0,19214.0,6,1,30,14064.0
17939,0,1253.0,14658.0,5,1,47,6265.0
11354,1,1889.0,17625.0,8,1,41,15112.0
26034,1,2468.0,18918.0,1,2,45,2468.0
6693,1,571.0,14285.0,11,1,29,6281.0
15871,1,2355.0,17963.5,5,2,55,11775.0
21308,1,3260.0,19511.0,4,1,47,13040.0
2626,0,1621.0,16471.0,1,1,20,1621.0
10112,0,1248.33333333,15951.0,7,3,37,8738.33333333
8632,1,126.0,11875.0,10,1,30,1260.0
22915,0,3171.0,19192.0,4,1,37,12684.0
9312,1,1127.0,14801.0,2,2,42,2254.0
14545,1,1689.0,16720.0,7,1,37,11823.0
20595,1,3241.0,19446.0,4,1,40,12964.0
10309,0,1739.0,18164.0,9,1,46,15651.0
16366,1,1439.0,16362.0,6,1,56,8634.0
11006,1,993.0,15779.0,9,1,46,8937.0
29195,1,523.0,13552.0,1,1,30,523.0
14162,1,682.0,13919.0,7,1,39,4774.0
6376,1,885.0,15625.0,11,1,37,9735.0
6328,0,1473.33333333,17437.0,8,3,43,11786.6666667
14416,1,676.0,13898.0,7,1,38,4732.0
6585,0,860.0,15499.0,11,1,22,9460.0
21254,0,765.0,13954.0,4,1,40,3060.0
8606,1,876.0,14983.0,10,1,50,8760.0
26101,1,738.0,14456.0,2,1,42,1476.0
6344,1,771.0,15143.0,11,1,25,8481.0
