Id,Rank,Year,0,Age Category,AttendanceIn2015
4448,1139.66666667,9,3,44,0
29541,2501.0,1,1,40,1
11569,159.0,8,1,33,0
10799,698.0,9,1,27,0
5489,255.0,12,1,49,0
6029,1558.0,11,1,38,0
7455,1140.0,10,1,33,0
16927,1838.0,6,1,26,0
26019,2813.0,2,1,26,0
5992,274.0,11,1,53,0
15463,2586.0,6,1,31,0
2588,979.0,2,1,37,0
18314,513.0,1,4,45,1
17501,2514.0,5,1,39,0
22138,1960.0,4,1,30,0
857,2843.0,2,1,35,0
11694,2379.0,8,1,29,0
29973,2140.0,1,1,40,1
4426,440.0,13,1,42,0
28173,1526.0,2,1,29,0
28490,2522.0,2,1,38,0
10292,1764.0,9,1,41,0
26376,639.0,2,1,40,0
10358,1888.0,9,1,22,0
378,1730.4,1,5,55,1
1364,2369.0,1,1,60,1
29369,2224.0,1,1,55,1
4009,103.5,10,2,35,0
29696,379.0,1,1,40,1
18790,429.0,5,1,29,0
5986,1049.0,11,1,39,0
20866,3087.0,4,1,42,0
10087,2369.0,9,1,50,0
11746,1486.5,6,2,33,0
6026,1482.0,11,1,25,0
19099,2116.0,5,1,25,0
5669,833.5,11,2,41,0
10291,2180.0,9,1,34,0
20663,818.0,4,1,38,0
16386,1146.0,6,1,30,0
6341,257.5,8,2,34,0
28456,1077.0,2,1,42,0
28174,3145.0,2,1,22,0
3623,430.0,13,1,44,0
4623,1124.5,11,2,24,0
21144,1543.0,4,1,48,0
21212,3299.0,4,1,58,0
28118,3111.0,2,1,39,0
28300,2322.0,2,1,35,0
1167,1493.0,1,2,31,1
28234,620.0,2,1,20,0
17950,2154.0,4,2,44,0
4536,1576.0,12,1,62,0
13774,1267.0,7,1,44,0
16289,2049.0,6,1,30,0
19083,3117.0,5,1,21,0
8427,2388.0,10,1,38,0
18368,1566.33333333,2,3,23,0
8158,935.0,10,1,44,0
3430,1274.0,13,1,36,0
13123,1069.0,8,1,17,0
4425,241.4,9,5,35,0
11799,285.0,8,1,30,0
26219,1799.0,2,1,73,0
16476,857.0,4,2,37,0
5278,1585.0,8,2,50,0
7242,2053.0,10,1,17,0
19366,2935.0,5,1,30,0
27076,889.0,2,1,37,0
17680,491.0,5,1,32,0
14259,976.0,7,1,43,0
21352,1456.0,4,1,32,0
26900,2868.0,2,1,30,0
11353,744.0,8,1,29,0
18618,737.0,5,1,30,0
19518,2044.0,5,1,45,0
4540,284.5,1,6,40,1
21886,1622.5,2,2,54,0
26872,1129.0,2,1,30,0
28052,2683.0,2,1,57,0
7636,2062.0,10,1,39,0
14940,1904.0,7,1,42,0
27512,2675.0,2,1,24,0
12306,2553.33333333,6,3,65,0
7974,969.0,10,1,41,0
10636,1003.33333333,7,3,55,0
15547,1139.0,4,3,37,0
29816,583.0,1,1,45,1
5044,1335.66666667,10,3,48,0
15480,1041.0,6,1,37,0
22227,1169.0,4,1,39,0
15037,2582.0,7,1,26,0
21926,1298.0,4,1,26,0
18670,597.0,5,1,19,0
21204,555.0,4,1,43,0
6995,1109.0,10,2,32,0
5906,293.0,11,1,57,0
10960,2467.0,9,1,45,0
30076,2028.0,1,1,55,1
14504,1824.5,2,4,58,0
27665,1247.0,2,1,33,0
5530,525.0,12,1,54,0
28308,1260.0,2,1,35,0
9171,1352.0,10,1,61,0
19843,3018.0,5,1,42,0
13471,2379.25,4,4,36,0
28312,1459.0,2,1,36,0
14293,899.5,5,2,28,0
16729,956.0,6,1,26,0
19526,2840.0,5,1,45,0
4414,194.0,13,1,37,0
7872,1989.0,10,1,28,0
20140,3348.0,4,1,29,0
17304,749.0,6,1,29,0
6795,391.0,11,1,29,0
6659,1484.66666667,7,3,34,0
17192,1883.0,6,1,33,0
7867,575.0,10,1,16,0
19440,972.5,2,2,48,0
6110,749.0,11,1,56,0
4568,303.0,12,1,55,0
4912,451.5,11,2,47,0
15972,1317.0,6,1,25,0
20376,3117.0,4,1,57,0
14062,1512.0,7,1,30,0
9316,603.0,9,1,44,0
11884,791.0,8,1,35,0
15548,1339.0,6,1,35,0
18772,3308.0,5,1,23,0
26888,996.0,2,1,25,0
15504,2541.0,6,1,21,0
5978,92.0,11,1,39,0
10404,1667.0,9,1,31,0
14976,532.0,7,1,36,0
3584,1302.0,13,1,32,0
26046,2897.0,2,1,25,0
16706,2352.0,6,1,26,0
15839,1401.0,6,1,49,0
29651,1298.0,1,1,30,1
7065,1363.0,11,1,25,0
18937,2672.0,5,1,35,0
26557,3092.0,2,1,50,0
20142,667.0,4,1,38,0
5758,889.5,10,2,51,0
28310,612.0,2,1,49,0
19052,1053.0,5,1,38,0
27399,334.0,2,1,36,0
22779,835.0,4,1,30,0
17060,1390.0,6,1,40,0
6037,1750.0,11,1,31,0
8303,2400.0,10,1,44,0
16862,2438.0,6,1,32,0
12652,908.0,8,1,43,0
13758,1498.0,7,1,25,0
13541,2570.66666667,4,3,40,0
29252,855.0,1,1,25,1
29685,117.0,1,1,20,1
12250,1505.0,8,1,42,0
26200,540.0,2,1,52,0
13415,2134.0,7,1,43,0
144,1605.5,1,2,40,1
26520,1473.0,1,2,35,1
9277,1781.0,9,1,32,0
20821,3346.0,4,1,53,0
18606,2954.5,4,2,50,0
12659,552.0,8,1,43,0
21851,662.0,4,1,52,0
14566,2530.0,7,1,38,0
14086,2008.5,1,4,40,1
11889,804.0,8,1,23,0
28670,996.0,1,1,35,1
12105,83.0,8,1,21,0
8124,2012.0,10,1,40,0
16344,2113.0,6,1,28,0
5958,1323.0,11,1,44,0
9488,710.0,9,1,39,0
3039,21.0,13,1,28,0
12246,825.0,8,1,44,0
21099,1826.66666667,1,3,30,1
13110,224.0,8,1,33,0
28333,1149.0,2,1,44,0
21421,1217.0,4,1,41,0
29956,1520.0,1,1,20,1
4437,585.0,12,1,23,0
7340,1318.0,10,1,38,0
5362,1107.0,12,1,23,0
27880,2962.0,2,1,36,0
11822,1307.0,8,1,33,0
5300,470.0,12,1,42,0
28136,1804.0,2,1,34,0
27490,1532.0,2,1,29,0
20356,2589.0,4,1,51,0
20210,2647.0,4,1,39,0
16757,2520.0,6,1,24,0
11434,2479.0,8,1,41,0
13954,701.0,7,1,40,0
20251,2638.0,4,1,28,0
15878,1849.0,6,1,37,0
29752,121.0,1,1,45,1
28266,456.0,2,1,25,0
28883,944.0,1,1,40,1
2319,2755.5,1,2,27,1
21447,3481.0,4,1,43,0
26205,1540.0,2,1,33,0
7989,2065.0,10,1,31,0
26779,2312.0,2,1,36,0
28146,2790.0,2,1,48,0
2420,2615.0,1,1,30,1
5166,935.0,12,1,29,0
16216,2313.0,6,1,31,0
17991,1758.0,5,1,31,0
20687,3671.0,4,1,42,0
20818,154.0,4,1,46,0
1191,2192.0,2,1,34,0
27365,3167.0,2,1,52,0
3551,332.0,13,1,32,0
5233,1194.5,11,2,56,0
9998,618.0,9,1,25,0
5407,481.5,11,2,48,0
12502,158.0,8,1,29,0
3210,330.0,13,1,38,0
11803,1804.0,7,2,35,0
21415,3189.66666667,1,3,26,1
7589,1009.0,10,1,25,0
7286,1008.0,10,1,41,0
11599,331.0,8,1,29,0
8456,2243.0,10,1,41,0
15200,1150.0,7,1,39,0
7077,1350.0,11,1,40,0
8332,2127.5,6,2,33,0
8342,2759.5,4,2,55,0
17529,905.0,5,1,30,0
12687,1671.0,8,1,46,0
28039,2628.0,2,1,57,0
18415,110.0,5,1,26,0
10489,2168.0,9,1,62,0
3549,1217.0,13,1,23,0
30025,1553.0,1,1,50,1
27791,2106.0,2,1,61,0
18059,243.0,5,1,45,0
22630,3154.0,4,1,17,0
7514,543.0,10,1,53,0
13152,2094.5,7,2,22,0
16836,1914.0,6,1,39,0
1854,1818.0,2,1,39,0
10355,1597.0,9,1,25,0
26603,3153.0,2,1,30,0
9999,1367.0,9,1,32,0
22027,1522.0,4,1,43,0
27796,3211.0,2,1,47,0
6056,873.0,11,1,46,0
19384,899.0,5,1,38,0
3610,757.0,13,1,49,0
6515,631.0,11,1,51,0
15149,2550.5,6,2,33,0
4114,964.0,13,1,36,0
6005,1334.5,10,2,46,0
5796,926.0,12,1,35,0
7341,475.0,10,1,36,0
12160,1009.0,8,1,63,0
14064,2438.0,6,2,40,0
11968,30.0,8,1,43,0
7607,1577.0,10,1,46,0
5441,1467.0,12,1,47,0
17098,2532.0,6,1,27,0
5208,764.0,12,1,29,0
18662,1038.0,5,1,34,0
3732,789.0,13,1,45,0
17691,3206.0,5,1,24,0
16692,2680.0,6,1,52,0
20653,2298.0,4,1,56,0
30022,1134.0,1,1,20,1
13127,236.0,8,1,25,0
14301,1720.0,7,1,37,0
29065,714.0,1,1,30,1
4649,654.0,12,1,44,0
9525,1745.0,9,1,38,0
21211,1329.0,4,1,44,0
6779,994.0,11,1,44,0
18180,183.0,5,1,48,0
10927,1372.0,9,1,23,0
14931,72.0,7,1,38,0
5817,885.0,12,1,36,0
13217,1937.0,8,1,24,0
11598,112.0,8,1,39,0
17279,785.0,6,1,30,0
8464,953.0,10,1,56,0
22059,2515.0,2,3,41,0
8075,555.5,7,2,42,0
10949,641.0,4,2,42,0
7730,509.5,9,2,34,0
29502,221.0,1,1,20,1
28959,572.0,1,1,30,1
23880,514.0,2,1,26,0
18299,420.0,4,2,47,0
16866,1057.0,6,1,32,0
4810,1800.66666667,6,3,60,0
20611,959.0,4,1,40,0
7003,11.0,11,1,28,0
13917,1437.0,7,1,46,0
13359,1774.0,7,1,29,0
27515,3271.0,2,1,26,0
27431,1945.0,2,1,48,0
16416,1135.0,6,1,42,0
10575,617.5,7,2,38,0
6692,1553.0,11,1,37,0
8326,26.0,10,1,31,0
12103,813.0,8,1,38,0
11037,612.0,6,2,41,0
17955,1067.0,5,1,32,0
10277,1650.0,9,1,32,0
13509,27.0,7,1,44,0
6230,1756.0,11,1,52,0
1604,2135.0,8,1,62,0
7181,87.0,11,1,44,0
22141,834.0,4,1,47,0
4979,815.0,12,1,30,0
12109,1655.5,6,2,39,0
19149,2586.0,5,1,41,0
8477,1432.0,10,1,35,0
12304,2010.0,8,1,27,0
27867,1676.0,2,1,40,0
18259,1444.0,5,1,41,0
14909,1713.0,7,1,61,0
2453,39.0,13,1,39,0
28642,64.0,1,1,45,1
11971,1871.0,8,1,37,0
11787,1345.0,8,1,34,0
5505,1011.0,12,1,20,0
12743,587.0,8,1,42,0
3974,644.5,11,2,28,0
3887,1171.0,13,1,24,0
8446,1755.0,2,2,36,0
27609,1236.0,2,1,43,0
10123,294.0,9,1,48,0
5852,1674.0,12,1,52,0
8828,2209.0,10,1,28,0
21880,1408.0,4,1,43,0
28177,857.0,2,1,41,0
18694,772.0,5,1,29,0
18935,201.0,5,1,33,0
18310,301.0,5,1,26,0
22345,3594.0,4,1,43,0
5623,1321.0,12,1,37,0
16758,200.5,1,2,40,1
11466,2354.0,8,1,49,0
2138,1293.5,2,2,45,0
28558,943.0,2,1,40,0
27674,65.0,2,1,33,0
28419,675.0,2,1,36,0
27104,2074.0,2,1,31,0
20847,955.0,4,1,31,0
13262,2156.0,7,1,38,0
20783,2593.0,4,1,44,0
17310,1986.0,6,1,41,0
13165,207.0,8,1,18,0
7036,490.0,11,1,41,0
17393,1277.0,1,3,63,1
18875,2441.0,5,1,39,0
15506,2672.0,6,1,31,0
16013,3192.0,4,2,48,0
6254,313.0,11,1,37,0
26854,1202.0,2,1,50,0
14647,1052.0,7,1,28,0
16524,544.0,5,2,39,0
18545,93.0,5,1,52,0
14017,1414.0,7,1,20,0
14558,1766.0,7,1,22,0
27485,2163.0,2,1,28,0
22449,3118.0,4,1,48,0
16785,982.0,6,1,58,0
17438,2822.0,6,1,41,0
28297,14.0,2,1,39,0
6166,793.0,11,1,44,0
18156,2658.0,4,2,50,0
21259,2194.0,4,1,42,0
15714,748.0,6,1,21,0
27478,1519.0,2,1,33,0
16138,656.0,6,1,35,0
26749,876.0,2,1,66,0
21285,3895.0,4,1,29,0
4380,1450.0,13,1,59,0
18297,617.5,4,2,39,0
28609,286.0,1,1,30,1
9984,357.0,9,1,40,0
26566,2566.0,2,1,46,0
29424,1159.0,1,1,25,1
20367,269.0,2,2,25,0
6848,593.0,11,1,22,0
12580,348.0,8,1,30,0
21002,1588.0,4,1,50,0
6290,1938.0,1,2,50,1
2422,128.0,1,2,30,1
16958,621.0,6,1,31,0
6209,278.0,11,1,32,0
6146,799.0,11,1,32,0
8761,500.0,10,1,20,0
11882,888.0,8,1,42,0
19779,2972.0,5,1,22,0
21193,2885.0,4,1,32,0
16664,325.0,6,1,43,0
28657,2274.0,1,1,20,1
2147,1999.0,2,1,29,0
15996,346.0,6,1,46,0
21927,732.0,4,1,54,0
7856,886.0,10,1,44,0
26567,2806.0,2,1,43,0
29432,455.0,1,1,45,1
12060,1790.0,6,3,37,0
5936,826.0,10,2,42,0
21703,2393.0,4,1,31,0
26208,3475.0,2,1,25,0
20993,2407.0,4,1,23,0
18997,726.0,5,1,38,0
19187,2535.0,5,1,59,0
3527,1018.0,13,1,46,0
27917,1744.0,2,1,45,0
18936,3449.0,5,1,31,0
21725,1651.0,4,1,39,0
16303,2081.0,6,1,47,0
27685,3355.0,2,1,36,0
29927,54.0,1,1,40,1
21863,1388.0,4,1,55,0
3136,1551.0,10,2,31,0
27268,2528.0,2,1,22,0
5469,293.2,6,5,41,0
6985,476.0,11,1,31,0
7051,1011.0,10,2,45,0
4637,1505.0,12,1,62,0
10320,880.0,9,1,37,0
26346,2639.0,2,1,28,0
9202,821.0,9,1,23,0
8266,1027.0,10,1,42,0
10250,2497.0,9,1,39,0
21269,2871.0,4,1,35,0
17537,2787.5,4,2,49,0
4251,876.0,13,1,44,0
29349,2609.0,1,1,30,1
29216,1620.0,1,1,25,1
7317,868.0,10,1,34,0
26382,726.0,2,1,27,0
17796,28.0,5,1,57,0
28326,432.0,2,1,22,0
3289,1377.0,13,1,42,0
26092,118.0,2,1,31,0
29906,815.0,1,1,35,1
3440,1276.0,13,1,63,0
20693,332.0,4,1,31,0
6486,605.0,11,1,35,0
6807,1315.0,11,1,56,0
18312,2919.0,5,1,39,0
15962,560.0,6,1,40,0
14628,628.0,7,1,26,0
22651,2818.0,4,1,62,0
6664,714.0,11,1,49,0
14167,1406.0,7,1,36,0
10678,1945.0,9,1,32,0
29142,787.0,1,1,35,1
4237,165.0,13,1,33,0
7662,1813.66666667,8,3,31,0
14660,753.0,7,1,38,0
10822,289.0,9,1,51,0
28407,1948.0,2,1,30,0
12294,1093.25,2,4,46,0
12598,2080.0,8,1,58,0
6928,1580.0,11,1,33,0
3025,656.0,12,2,39,0
22306,1797.0,4,1,39,0
4753,1737.0,12,1,30,0
15853,291.0,6,1,42,0
9431,1416.0,9,1,51,0
1665,1616.5,9,4,40,0
11596,1766.0,1,2,55,1
19651,2661.0,5,1,54,0
28868,2513.0,1,1,45,1
11123,786.0,9,1,57,0
27136,3335.0,2,1,41,0
13276,1926.0,7,1,41,0
27688,3151.0,2,1,28,0
8102,2421.8,6,5,43,0
4553,1195.0,12,1,41,0
6176,920.666666667,8,3,40,0
3374,572.0,13,1,26,0
29813,992.0,1,1,45,1
9134,585.0,10,1,38,0
5376,192.0,12,1,42,0
30099,1089.0,1,1,30,1
5086,1486.0,12,1,45,0
2945,2112.0,1,1,45,1
22826,3668.0,4,1,43,0
21228,788.0,4,1,39,0
13811,1564.0,7,1,50,0
5096,80.0,12,1,28,0
8329,1084.0,10,1,36,0
18742,938.0,5,1,44,0
10493,1900.0,9,1,54,0
18092,2468.0,1,2,50,1
7019,411.0,11,1,40,0
21821,809.0,1,3,26,1
11133,1312.0,9,1,41,0
12187,1374.0,8,1,46,0
98,1372.5,6,4,37,0
26607,2498.5,1,2,48,1
23740,1489.0,2,1,36,0
9753,1586.0,9,1,41,0
10595,1338.5,5,2,29,0
12794,872.0,8,1,34,0
10392,2225.0,9,1,54,0
9282,1652.0,9,1,21,0
7634,951.0,10,1,21,0
29431,1829.0,1,1,25,1
7452,688.0,10,1,30,0
26680,3113.0,2,1,28,0
30172,839.0,1,1,30,1
7108,677.0,11,1,34,0
4765,338.0,10,3,20,0
11027,217.0,9,1,44,0
28699,2062.0,1,1,45,1
20666,565.0,4,1,28,0
12482,40.0,8,1,24,0
20936,723.0,4,1,27,0
13491,1048.0,7,1,51,0
28388,2824.0,2,1,43,0
27415,2858.0,2,1,47,0
29029,2571.0,1,1,30,1
28812,1490.0,1,1,55,1
14133,1431.0,7,1,28,0
19556,656.0,5,1,54,0
10183,1298.0,9,2,48,0
12534,1654.0,8,1,41,0
9864,2495.0,9,1,21,0
17620,42.0,4,2,35,0
9404,498.0,9,1,50,0
30336,1313.0,1,1,35,1
18352,3250.0,5,1,36,0
20764,1137.0,4,1,31,0
659,3345.0,2,1,53,0
28281,2553.0,2,1,38,0
19128,2544.0,5,1,39,0
13157,1719.0,8,1,29,0
8000,2050.0,10,1,28,0
19402,1567.0,4,2,27,0
29593,1238.0,1,1,40,1
11969,2220.0,8,1,37,0
12220,2519.0,8,1,42,0
27392,1031.0,2,1,34,0
30002,1608.0,1,1,30,1
28418,3217.0,2,1,27,0
5614,1537.0,12,1,30,0
22328,3833.0,4,1,32,0
15157,1866.0,7,1,45,0
13194,1309.33333333,5,3,40,0
497,1670.33333333,1,3,41,1
21809,1549.0,4,1,35,0
19178,24.0,5,1,30,0
431,197.0,9,1,47,0
29498,2470.0,1,1,25,1
4288,1429.0,13,1,29,0
4875,1659.0,12,1,33,0
28378,1604.0,2,1,47,0
9340,400.0,9,1,24,0
20132,2403.0,4,1,63,0
29525,1113.0,1,1,45,1
30335,2640.0,1,1,35,1
8992,1623.0,7,3,35,0
30081,517.0,1,1,20,1
28277,2679.5,1,2,42,1
7701,2369.0,10,1,34,0
9110,1174.0,10,1,40,0
16333,1520.0,6,1,38,0
8711,1557.0,10,1,46,0
19922,1439.0,5,1,43,0
7731,1340.0,10,1,49,0
27998,1656.0,2,1,34,0
29594,2178.0,1,1,25,1
27287,1669.0,2,1,21,0
13268,776.0,7,1,32,0
5756,1560.0,12,1,26,0
6259,707.0,11,1,22,0
24290,712.0,2,1,46,0
11381,222.0,8,1,35,0
21013,1234.0,4,1,43,0
3970,1012.0,13,1,29,0
22731,3547.5,2,2,37,0
14648,524.0,7,1,26,0
8236,7.0,10,1,26,0
27602,2564.0,2,1,27,0
15520,1152.0,6,1,33,0
14612,2536.0,7,1,49,0
8822,913.0,10,1,36,0
19180,973.0,5,1,54,0
28837,749.0,1,1,35,1
9055,859.0,10,1,60,0
4176,1280.5,12,2,30,0
17026,1602.0,5,2,46,0
5895,1321.0,11,1,25,0
7114,666.0,11,1,49,0
3911,938.0,13,1,27,0
6379,1598.0,11,1,37,0
21440,3110.0,4,1,44,0
12831,1272.0,8,1,21,0
21390,3418.0,4,1,36,0
15398,1783.0,6,1,46,0
20735,1733.0,4,1,42,0
19737,3246.5,4,2,63,0
18318,1009.0,5,1,29,0
11015,412.0,9,1,31,0
18427,3057.0,5,1,45,0
16498,2376.0,6,1,35,0
18754,2549.0,5,1,33,0
30311,1908.0,1,1,30,1
29898,961.0,1,1,45,1
12782,1757.0,8,1,46,0
20964,3798.0,4,1,64,0
18326,507.0,5,1,35,0
16672,2478.0,6,1,23,0
21673,164.0,4,1,36,0
3919,480.0,13,1,33,0
526,1105.0,6,1,32,0
14669,820.0,7,1,47,0
21327,3743.0,4,1,51,0
29412,1924.0,1,1,25,1
26103,805.0,2,1,41,0
13242,484.0,7,1,28,0
26442,686.5,1,2,39,1
27341,722.5,1,2,45,1
13190,516.0,8,1,45,0
20398,3860.0,4,1,28,0
16258,997.0,6,1,34,0
14550,2149.0,7,1,24,0
18605,3455.0,5,1,33,0
6287,1497.5,9,2,48,0
15093,304.0,7,1,38,0
7834,1482.5,8,2,42,0
7325,2305.0,10,1,39,0
8818,395.0,10,1,40,0
14689,913.0,7,1,32,0
5567,161.0,12,1,30,0
16501,297.0,6,1,42,0
13477,2032.0,7,1,36,0
4393,705.8,2,5,51,0
30199,2559.0,1,1,50,1
8389,1969.0,10,1,31,0
30100,567.0,1,1,50,1
11605,2212.0,8,1,57,0
23917,182.0,1,1,25,1
13439,2340.0,7,1,26,0
20369,2441.0,4,1,50,0
22690,572.0,4,1,30,0
18351,1345.0,5,1,32,0
9874,2084.0,9,1,25,0
14744,989.0,7,1,51,0
20354,3837.0,4,1,25,0
22650,473.0,4,1,47,0
11280,8.0,8,1,23,0
27487,2257.0,2,1,33,0
11556,811.0,8,1,44,0
10623,151.0,9,1,43,0
11705,627.0,8,1,30,0
27158,2766.0,1,2,46,1
11531,824.0,8,1,29,0
22861,2739.0,4,1,27,0
21850,2772.0,4,1,27,0
17145,2481.0,6,1,29,0
21317,2981.0,4,1,22,0
17415,1806.0,6,1,49,0
9140,530.0,10,1,45,0
27561,1233.0,2,1,24,0
6811,1671.0,11,1,58,0
8769,1435.0,6,2,47,0
13310,2241.0,7,1,52,0
29690,2486.0,1,1,25,1
7531,2010.5,7,2,42,0
14473,2559.0,7,1,67,0
3574,764.0,13,1,34,0
6498,546.0,11,1,57,0
27444,1452.0,2,1,30,0
5157,1409.0,11,2,30,0
8921,697.0,10,1,40,0
8853,1110.0,10,1,36,0
5874,179.0,12,1,33,0
18359,2670.0,5,1,49,0
19756,690.0,5,1,50,0
16392,2604.5,5,2,30,0
15954,593.0,6,1,24,0
22246,1243.0,4,1,31,0
14538,884.0,6,2,44,0
13228,1682.0,7,1,34,0
18319,1080.0,5,1,45,0
30122,1190.0,1,1,15,1
28264,1251.0,2,1,39,0
29191,1513.0,1,1,45,1
8622,1532.0,4,2,49,0
6466,48.0,11,1,27,0
5735,565.0,12,1,39,0
11417,570.0,8,1,43,0
15349,2118.0,6,1,28,0
11883,148.0,8,1,27,0
21706,812.0,4,1,26,0
7326,1664.0,10,1,45,0
13699,2672.0,7,1,17,0
8800,785.333333333,5,3,32,0
26485,1041.0,2,1,45,0
21166,969.0,4,1,31,0
26479,2784.0,2,1,52,0
5527,409.0,12,1,42,0
3290,976.0,13,1,24,0
15655,356.5,5,2,70,0
29968,1411.0,1,1,40,1
6879,1101.33333333,9,3,48,0
30092,1800.0,1,1,45,1
13693,246.0,7,1,45,0
18992,3198.0,5,1,28,0
7479,1331.0,10,1,44,0
21682,2492.0,4,1,35,0
5617,1052.0,12,1,33,0
30283,2725.0,1,1,50,1
17783,1264.0,5,1,39,0
15210,1741.0,7,1,28,0
12405,1505.0,8,1,27,0
10410,597.0,9,1,26,0
18120,2455.0,5,1,33,0
8766,273.0,10,1,41,0
17401,2667.0,6,1,32,0
5043,1534.0,12,1,32,0
9295,495.0,7,2,49,0
4880,1738.0,12,1,33,0
7836,122.0,10,1,29,0
17553,1814.0,5,1,26,0
4054,37.0,13,1,23,0
8025,1765.0,10,1,37,0
9115,49.0,10,1,40,0
26675,2.0,2,1,35,0
12568,2516.0,8,1,51,0
20646,3591.0,4,1,49,0
7745,1261.0,10,1,26,0
3677,501.0,13,1,39,0
3519,1369.5,12,2,42,0
16414,805.0,6,1,48,0
7887,1621.0,8,2,41,0
14717,1985.0,7,1,42,0
6493,495.0,11,1,19,0
26629,2663.0,2,1,47,0
13370,1470.0,7,1,40,0
26549,381.0,2,1,50,0
14885,2733.0,7,1,52,0
4619,1380.5,7,2,55,0
12470,812.0,7,2,48,0
18147,540.0,5,1,27,0
13181,1116.0,8,1,42,0
15707,3004.5,4,2,35,0
29327,2735.0,1,1,55,1
5991,103.0,11,1,30,0
13732,44.0,7,1,34,0
8803,155.5,9,2,37,0
29709,731.0,1,1,35,1
26690,3053.0,2,1,39,0
3142,258.5,12,2,37,0
20351,1043.0,4,1,42,0
18023,2704.0,4,2,53,0
16573,2065.0,6,1,27,0
7797,1393.0,10,1,39,0
3032,1425.0,13,1,47,0
29209,2111.0,1,1,30,1
22491,2292.0,4,1,53,0
28284,1238.0,2,1,39,0
12859,341.5,6,2,32,0
13192,1533.0,8,1,48,0
9391,836.0,9,1,37,0
6956,1576.0,11,1,49,0
12013,896.0,8,1,25,0
15957,554.0,6,1,34,0
18345,1746.0,5,1,38,0
12312,1430.0,8,1,26,0
3535,1862.75,1,12,62,1
12331,1466.0,8,1,49,0
27162,1265.0,2,1,41,0
17187,2784.0,6,1,34,0
19547,50.0,5,1,19,0
4214,1422.0,13,1,49,0
20270,2129.0,1,3,45,1
20795,420.0,4,1,33,0
17332,995.0,5,2,50,0
14830,1986.0,7,1,30,0
9044,1214.0,10,1,49,0
8841,611.0,7,2,49,0
10201,1523.0,9,1,55,0
21117,1142.0,4,1,38,0
3369,988.0,13,1,47,0
13112,1431.0,8,1,22,0
608,3267.0,2,1,38,0
25473,780.0,1,1,50,1
18315,834.0,5,1,29,0
14370,2044.0,7,1,25,0
26150,1586.0,2,1,31,0
3699,621.0,13,1,32,0
21728,2541.0,4,1,31,0
3278,327.0,13,1,41,0
11564,1171.0,8,1,67,0
30075,346.0,1,1,35,1
16070,75.0,6,1,47,0
3813,1320.0,13,1,30,0
29384,1583.0,1,1,25,1
6835,4.0,11,1,35,0
18369,760.0,5,1,58,0
13581,1360.0,7,1,39,0
18501,2834.0,5,1,40,0
21716,2450.0,4,1,43,0
12962,105.0,8,1,36,0
7750,623.666666667,7,3,34,0
6680,195.0,11,1,41,0
12797,1337.0,8,1,24,0
26080,1509.0,2,1,42,0
13504,1067.0,7,1,34,0
12407,2219.0,8,1,27,0
28614,78.0,1,1,30,1
14175,1418.0,7,1,20,0
21232,2289.0,4,1,39,0
4361,569.0,13,1,28,0
9686,2461.0,9,1,36,0
3682,599.0,13,1,60,0
3102,1267.0,13,1,40,0
17758,3284.0,5,1,33,0
19803,1393.0,5,1,26,0
27056,1472.0,2,1,42,0
17890,2342.0,5,1,35,0
18786,223.0,5,1,38,0
28515,3044.0,2,1,38,0
17047,1148.0,6,1,45,0
8661,1234.0,10,1,37,0
22425,1883.0,4,1,29,0
7076,832.0,11,1,30,0
10238,1402.0,9,1,27,0
12747,1988.0,8,1,40,0
11958,2022.0,8,1,46,0
22213,1122.0,4,1,22,0
28347,1936.0,2,1,57,0
19674,3499.0,5,1,33,0
19423,2741.5,4,2,32,0
16510,2429.5,5,2,32,0
10399,695.0,9,1,33,0
22171,3851.0,4,1,28,0
3279,1153.0,13,1,26,0
20389,2999.0,4,1,40,0
1434,1309.0,2,1,49,0
28355,926.0,2,1,37,0
21837,3407.0,4,1,40,0
20819,1572.0,4,1,35,0
19734,2345.0,5,1,23,0
13425,786.5,6,2,33,0
21882,2884.0,4,1,26,0
20503,1352.0,4,1,38,0
21357,2959.0,2,2,33,0
12790,2072.0,8,1,29,0
14965,2328.33333333,1,3,67,1
3939,320.5,12,2,35,0
4987,965.0,12,1,33,0
10532,2421.0,9,1,36,0
27436,155.0,2,1,27,0
28809,1173.0,1,1,45,1
8862,866.0,10,1,35,0
3059,1431.5,12,2,28,0
20254,274.0,4,1,29,0
8574,1613.0,10,1,38,0
18691,2158.0,5,1,37,0
5713,1697.0,12,1,26,0
9154,1738.0,10,1,19,0
3564,474.0,13,1,37,0
20517,1065.0,4,1,30,0
20716,715.0,4,1,37,0
17303,1595.0,6,1,32,0
20526,696.0,1,2,35,1
13552,1588.0,7,1,36,0
8043,13.0,10,1,27,0
28727,1846.0,1,1,30,1
6975,1015.0,5,5,47,0
9176,2138.0,10,1,17,0
22740,501.0,4,1,32,0
26527,793.0,2,1,32,0
29907,2380.0,1,1,25,1
10195,1207.0,9,1,42,0
3166,2172.5,2,2,44,0
28655,2594.0,1,1,55,1
17105,2364.0,6,1,41,0
3109,771.0,13,1,28,0
12389,74.0,8,1,36,0
14974,1163.0,7,1,42,0
3761,820.0,12,2,32,0
22150,269.0,4,1,62,0
4341,1016.0,13,1,36,0
18451,1550.0,5,1,24,0
5369,1643.0,12,1,50,0
