4,6988.5
5,9904.8125
7,7341.5
9,8108.83333333
11,10299.5
15,9170.375
16,7656.8
18,7207.5
22,7717.0
23,7303.0
31,6555.0
32,7816.0
37,8686.5
41,9162.0
45,9181.0
46,8864.0
50,6667.5
51,9787.5
53,11586.5
55,5087.0
57,7610.5
63,8500.625
64,7009.0
66,6959.75
67,8857.5
68,7449.1
70,7638.83333333
74,8545.75
92,10149.5
94,7769.91666667
98,8138.5
105,7069.0
107,9659.0
110,8692.0
112,8154.5
123,6687.0
132,9290.5
133,9138.5
134,7244.0
135,7993.5
137,8234.0
138,8370.75
141,9886.33333333
142,6204.0
144,8201.25
145,8534.16666667
151,7882.625
154,9011.0
158,8336.66666667
163,8790.5
165,8544.75
168,8561.5
169,6540.5
170,11543.0
177,6382.875
178,5397.0
180,11500.8333333
193,7671.0
195,9232.66666667
196,8134.5
198,7886.0
202,6489.5
205,7837.5
212,5418.5
214,7902.75
221,12215.5
226,6569.0
234,7011.0
248,5576.625
252,8233.7
253,7581.0
264,7818.5
271,6276.4
278,6684.5
280,7756.0
287,8910.0
289,8752.5
291,9478.0
292,8135.0
295,6739.5
304,9514.5
306,8638.0
308,7987.5
314,8826.0
315,6326.0
320,9795.16666667
322,7685.875
323,6969.25
324,6388.33333333
326,10008.7
328,11854.0
341,9293.75
346,9156.5
347,8169.2
351,6056.16666667
352,5927.125
354,7190.0
356,10130.5
367,10913.1666667
374,6831.0
375,8489.0
378,8501.6
380,8160.25
383,6837.0
384,9279.25
387,8226.0
395,7985.5
397,7623.25
410,6319.0
412,9867.75
419,7539.31818182
421,6026.0
423,6459.5
426,6834.0
428,7788.0
431,6397.5
436,10316.0
438,9026.5
448,6299.5
461,8083.5
462,11213.0
469,7753.25
470,9487.875
473,9832.0
476,8910.5
479,7688.6
480,8653.0
481,7990.75
482,9150.66666667
483,8160.5
490,7945.1
491,8140.0
493,7024.0
494,8074.5
495,5628.5
497,8154.66666667
499,7568.0
501,8456.5
504,8157.41666667
521,6870.5
523,5785.5
524,7726.5
526,7770.0
528,5892.0
538,9495.58333333
543,7593.5
544,10285.5
548,7203.55555556
550,5472.0
555,7741.375
559,7820.0
561,10179.5
562,5954.0
566,6642.5
574,9083.0
579,8085.5
581,6472.42857143
583,7940.5
588,8889.5
589,7338.0
592,6260.5
594,6950.5
601,7497.0
603,6433.5
607,9228.0
608,10778.0
610,10519.5
612,8168.5
624,8639.83333333
627,8076.0
634,6110.0
635,5820.25
638,10038.0
644,8972.0
653,7246.0
657,5211.0
658,6335.0
659,11029.5
660,6996.5
661,7191.5
663,7019.5
664,9243.0
668,6457.5
670,10639.75
680,7382.5
682,7297.0
692,8431.5
